"Lig.pop","Ligand","Lig.exp.perc","Receptor","Rec.pop","Rec.exp.perc","score","significance","interaction","study","tissue"
"Adipo","Adipoq",0.460750853242321,"Adipor2","Adipo",0.948805460750853,9.0136690647482,0.993851102071706,"Adipo Adipoq Adipor2 Adipo","Exercise2","Aorta"
"Endoth","Tgfa",0.167048054919908,"Erbb4","Adipo",0.761092150170648,5.23353195323218,0.978904550184467,"Endoth Tgfa Erbb4 Adipo","Exercise2","Aorta"
"Neu","Dcn",0.274111675126904,"Erbb4","Adipo",0.761092150170648,7.65487460554725,0.991296944470722,"Neu Dcn Erbb4 Adipo","Exercise2","Aorta"
"Smomus","Btc",0.0894736842105263,"Erbb4","Adipo",0.761092150170648,4.86309680823002,0.975782802005487,"Smomus Btc Erbb4 Adipo","Exercise2","Aorta"
"Pla","Nrg2",0.583333333333333,"Erbb4","Adipo",0.761092150170648,10.1998718770019,0.996026865954025,"Pla Nrg2 Erbb4 Adipo","Exercise2","Aorta"
"Neur","Dcn",0.155807365439093,"Erbb4","Adipo",0.761092150170648,6.49082755809213,0.987134613565415,"Neur Dcn Erbb4 Adipo","Exercise2","Aorta"
"Neu","Tgfa",0.065989847715736,"Erbb4","Adipo",0.761092150170648,4.62504311831666,0.972755652256173,"Neu Tgfa Erbb4 Adipo","Exercise2","Aorta"
"Neur","Tgfa",0.0793201133144476,"Erbb4","Adipo",0.761092150170648,4.96572709801409,0.976634187872481,"Neur Tgfa Erbb4 Adipo","Exercise2","Aorta"
"Fib","Dcn",0.857421875,"Erbb4","Adipo",0.761092150170648,19.1187983288558,0.998959417273673,"Fib Dcn Erbb4 Adipo","Exercise2","Aorta"
"Adipo","Btc",0.0580204778156997,"Erbb4","Adipo",0.761092150170648,4.64204695331047,0.972944849115505,"Adipo Btc Erbb4 Adipo","Exercise2","Aorta"
"Mcr","Nrg2",0.4,"Erbb4","Adipo",0.761092150170648,9.67093115273015,0.995080881657365,"Mcr Nrg2 Erbb4 Adipo","Exercise2","Aorta"
"Fib","Nrg2",0.080078125,"Erbb4","Adipo",0.761092150170648,6.37000984359619,0.986377826128086,"Fib Nrg2 Erbb4 Adipo","Exercise2","Aorta"
"Adipo","Nrg4",0.754266211604096,"Erbb4","Adipo",0.761092150170648,13.0759491102409,0.997918834547347,"Adipo Nrg4 Erbb4 Adipo","Exercise2","Aorta"
"Pla","Nrg4",0.166666666666667,"Erbb4","Adipo",0.761092150170648,5.63677130044843,0.981931699933781,"Pla Nrg4 Erbb4 Adipo","Exercise2","Aorta"
"Tcell","Nrg2",0.116279069767442,"Erbb4","Adipo",0.761092150170648,6.01255605381166,0.984296660675433,"Tcell Nrg2 Erbb4 Adipo","Exercise2","Aorta"
"Pery","Dcn",0.195121951219512,"Erbb4","Adipo",0.761092150170648,4.97914798206278,0.976823384731813,"Pery Dcn Erbb4 Adipo","Exercise2","Aorta"
"Fib","Ntn1",0.548828125,"Neo1","Adipo",0.25938566552901,2.43430417681214,0.915712799167534,"Fib Ntn1 Neo1 Adipo","Exercise2","Aorta"
"Endoth","Ntn1",0.406559877955759,"Neo1","Adipo",0.25938566552901,3.00622099338402,0.945889698231009,"Endoth Ntn1 Neo1 Adipo","Exercise2","Aorta"
"Dcii","Ntn1",0.166666666666667,"Neo1","Adipo",0.25938566552901,2.54605263157895,0.92422665783748,"Dcii Ntn1 Neo1 Adipo","Exercise2","Aorta"
"Dcii","Gnas",0.333333333333333,"Tshr","Adipo",0.774744027303754,11.4008810572687,0.997067448680352,"Dcii Gnas Tshr Adipo","Exercise2","Aorta"
"Adipo","Gnas",0.433447098976109,"Tshr","Adipo",0.774744027303754,9.56058135904818,0.994891684798032,"Adipo Gnas Tshr Adipo","Exercise2","Aorta"
"Mcr","Calr",0.1,"Tshr","Adipo",0.774744027303754,7.04172065301892,0.989215779018068,"Mcr Calr Tshr Adipo","Exercise2","Aorta"
"Fib","Fn1",0.1337890625,"Tshr","Adipo",0.774744027303754,11.1512267275475,0.996972850250686,"Fib Fn1 Tshr Adipo","Exercise2","Aorta"
"Endoth","Gnas",0.395118230358505,"Tshr","Adipo",0.774744027303754,9.82720732059939,0.995364676946363,"Endoth Gnas Tshr Adipo","Exercise2","Aorta"
"Mcr","Fn1",0.0941176470588235,"Tshr","Adipo",0.774744027303754,27.4333700440529,0.999621606281336,"Mcr Fn1 Tshr Adipo","Exercise2","Aorta"
"Fib","Gnas",0.3681640625,"Tshr","Adipo",0.774744027303754,8.45237733556129,0.992810519345379,"Fib Gnas Tshr Adipo","Exercise2","Aorta"
"Tcell","Calr",0.0697674418604651,"Tshr","Adipo",0.774744027303754,7.60058737151248,0.991202346041056,"Tcell Calr Tshr Adipo","Exercise2","Aorta"
"Smomus","Fn1",0.676691729323308,"Tshr","Adipo",0.774744027303754,22.0037004405286,0.999337810992338,"Smomus Fn1 Tshr Adipo","Exercise2","Aorta"
"Neur","Gnas",0.342776203966006,"Tshr","Adipo",0.774744027303754,8.2915498598318,0.992432125626715,"Neur Gnas Tshr Adipo","Exercise2","Aorta"
"Adipo","Calr",0.129692832764505,"Tshr","Adipo",0.774744027303754,6.30048690006956,0.98581023555009,"Adipo Calr Tshr Adipo","Exercise2","Aorta"
"Fib","Calr",0.1083984375,"Tshr","Adipo",0.774744027303754,6.57348096995674,0.987702204143411,"Fib Calr Tshr Adipo","Exercise2","Aorta"
"Endoth","Calr",0.087719298245614,"Tshr","Adipo",0.774744027303754,7.23708101896189,0.989594172736733,"Endoth Calr Tshr Adipo","Exercise2","Aorta"
"Dcii","Fn1",0.0833333333333333,"Tshr","Adipo",0.774744027303754,25.6519823788546,0.999432409422004,"Dcii Fn1 Tshr Adipo","Exercise2","Aorta"
"Pla","Gnas",0.416666666666667,"Tshr","Adipo",0.774744027303754,12.5409691629956,0.997729637688014,"Pla Gnas Tshr Adipo","Exercise2","Aorta"
"Mcr","Gnas",0.205882352941176,"Tshr","Adipo",0.774744027303754,8.14348646947766,0.992148330337716,"Mcr Gnas Tshr Adipo","Exercise2","Aorta"
"Neur","Calr",0.0594900849858357,"Tshr","Adipo",0.774744027303754,7.32913782252989,0.989877968025731,"Neur Calr Tshr Adipo","Exercise2","Aorta"
"Pla","Calr",0.0833333333333333,"Tshr","Adipo",0.774744027303754,5.70044052863436,0.982499290511778,"Pla Calr Tshr Adipo","Exercise2","Aorta"
"Pery","Gnas",0.365853658536585,"Tshr","Adipo",0.774744027303754,9.12070484581498,0.994134897360704,"Pery Gnas Tshr Adipo","Exercise2","Aorta"
"Smomus","Gnas",0.422556390977444,"Tshr","Adipo",0.774744027303754,8.46951573204572,0.992905117775045,"Smomus Gnas Tshr Adipo","Exercise2","Aorta"
"Tcell","Gnas",0.372093023255814,"Tshr","Adipo",0.774744027303754,7.4818281938326,0.990350960174061,"Tcell Gnas Tshr Adipo","Exercise2","Aorta"
"Neu","Gnas",0.187817258883249,"Tshr","Adipo",0.774744027303754,10.7846172163353,0.996689054961688,"Neu Gnas Tshr Adipo","Exercise2","Aorta"
"Dcii","Calr",0.125,"Tshr","Adipo",0.774744027303754,9.5007342143906,0.994797086368366,"Dcii Calr Tshr Adipo","Exercise2","Aorta"
"Pery","Fn1",0.326829268292683,"Tshr","Adipo",0.774744027303754,8.76336379775133,0.993283511493709,"Pery Fn1 Tshr Adipo","Exercise2","Aorta"
"Endoth","Bmp6",0.382151029748284,"Acvr1","Endoth",0.346300533943555,6.34519507241025,0.979997687593941,"Endoth Bmp6 Acvr1 Endoth","Exercise2","Aorta"
"Fib","Dkk2",0.0595703125,"Lrp6","Endoth",0.302822273073989,9.57054961390758,0.992831541218638,"Fib Dkk2 Lrp6 Endoth","Exercise2","Aorta"
"Neur","Hspg2",0.509915014164306,"Flt1","Fib",0.0673828125,2.99090177133655,0.912212657269889,"Neur Hspg2 Flt1 Fib","Exercise2","Aorta"
"Neu","Hspg2",0.487309644670051,"Flt1","Fib",0.0673828125,4.09178743961353,0.952984580455964,"Neu Hspg2 Flt1 Fib","Exercise2","Aorta"
"Endoth","Hspg2",0.350114416475973,"Flt1","Fib",0.0673828125,3.34678412427773,0.931321540062435,"Endoth Hspg2 Flt1 Fib","Exercise2","Aorta"
"Adipo","Vegfa",0.802047781569966,"Flt1","Fib",0.0673828125,4.15646006783842,0.954971147478952,"Adipo Vegfa Flt1 Fib","Exercise2","Aorta"
"Tcell","Hspg2",0.0930232558139535,"Flt1","Fib",0.0673828125,3.06884057971015,0.915618200737868,"Tcell Hspg2 Flt1 Fib","Exercise2","Aorta"
"Pla","Hspg2",0.0833333333333333,"Flt1","Fib",0.0673828125,3.50724637681159,0.937659634850062,"Pla Hspg2 Flt1 Fib","Exercise2","Aorta"
"Fib","Apod",0.1318359375,"Lepr","Fib",0.08203125,4.43492063492064,0.961309242266578,"Fib Apod Lepr Fib","Exercise2","Aorta"
"Endoth","Pdgfd",0.329519450800915,"Pdgfrb","Fib",0.419921875,7.80801033591731,0.990918550752057,"Endoth Pdgfd Pdgfrb Fib","Exercise2","Aorta"
"Fib","Pdgfd",0.4287109375,"Pdgfrb","Fib",0.419921875,6.75820840175875,0.986472424557752,"Fib Pdgfd Pdgfrb Fib","Exercise2","Aorta"
"Smomus","Pdgfd",0.796992481203007,"Pdgfrb","Fib",0.419921875,8.50023913997367,0.992432125626715,"Smomus Pdgfd Pdgfrb Fib","Exercise2","Aorta"
"Mcr","Pdgfc",0.282352941176471,"Pdgfrb","Fib",0.419921875,4.3562984496124,0.960174061110586,"Mcr Pdgfc Pdgfrb Fib","Exercise2","Aorta"
"Adipo","Pdgfd",0.112627986348123,"Pdgfrb","Fib",0.419921875,3.32403100775194,0.929902563617444,"Adipo Pdgfd Pdgfrb Fib","Exercise2","Aorta"
"Neu","Pdgfc",0.0710659898477157,"Pdgfrb","Fib",0.419921875,3.06063122923588,0.915523602308202,"Neu Pdgfc Pdgfrb Fib","Exercise2","Aorta"
"Pery","Pdgfd",0.707317073170732,"Pdgfrb","Fib",0.419921875,8.26243785084202,0.99205373190805,"Pery Pdgfd Pdgfrb Fib","Exercise2","Aorta"
"Dcii","Pdgfc",0.125,"Pdgfrb","Fib",0.419921875,2.85658914728682,0.901806830006622,"Dcii Pdgfc Pdgfrb Fib","Exercise2","Aorta"
"Smomus","Pdgfc",0.379699248120301,"Pdgfrb","Fib",0.419921875,3.20729910200322,0.923186075111153,"Smomus Pdgfc Pdgfrb Fib","Exercise2","Aorta"
"Neu","Pdgfd",0.0964467005076142,"Pdgfrb","Fib",0.419921875,4.96144430844553,0.970390691514521,"Neu Pdgfd Pdgfrb Fib","Exercise2","Aorta"
"Neur","Pdgfd",0.169971671388102,"Pdgfrb","Fib",0.419921875,4.51341085271318,0.964336392015892,"Neur Pdgfd Pdgfrb Fib","Exercise2","Aorta"
"Pla","Pdgfd",0.0833333333333333,"Pdgfrb","Fib",0.419921875,8.56976744186047,0.992621322486047,"Pla Pdgfd Pdgfrb Fib","Exercise2","Aorta"
"Dcii","Pdgfd",0.0833333333333333,"Pdgfrb","Fib",0.419921875,7.71279069767442,0.990445558603727,"Dcii Pdgfd Pdgfrb Fib","Exercise2","Aorta"
"Tcell","Pdgfd",0.0930232558139535,"Pdgfrb","Fib",0.419921875,4.71337209302326,0.966701352757544,"Tcell Pdgfd Pdgfrb Fib","Exercise2","Aorta"
"Smomus","Tnc",0.185714285714286,"Ptprb","Fib",0.0322265625,4.2730953257269,0.957809100368934,"Smomus Tnc Ptprb Fib","Exercise2","Aorta"
"Neur","Ptn",0.365439093484419,"Ptprb","Fib",0.0322265625,3.86257928118393,0.947592469964999,"Neur Ptn Ptprb Fib","Exercise2","Aorta"
"Fib","Tnc",0.052734375,"Ptprb","Fib",0.0322265625,12.5909090909091,0.997445842399016,"Fib Tnc Ptprb Fib","Exercise2","Aorta"
"Pery","Tnc",0.248780487804878,"Ptprb","Fib",0.0322265625,4.52406417112299,0.964620187304891,"Pery Tnc Ptprb Fib","Exercise2","Aorta"
"Fib","Fgf2",0.2060546875,"Sdc2","Fib",0.4111328125,3.17071742972611,0.921199508088166,"Fib Fgf2 Sdc2 Fib","Exercise2","Aorta"
"Pery","Fn1",0.326829268292683,"Sdc2","Fib",0.4111328125,3.27546353741979,0.926497020149466,"Pery Fn1 Sdc2 Fib","Exercise2","Aorta"
"Pery","Lama3",0.185365853658537,"Sdc2","Fib",0.4111328125,2.85954494311789,0.902279822154952,"Pery Lama3 Sdc2 Fib","Exercise2","Aorta"
"Smomus","Fgf2",0.381203007518797,"Sdc2","Fib",0.4111328125,4.1226018636945,0.954025163182291,"Smomus Fgf2 Sdc2 Fib","Exercise2","Aorta"
"Smomus","Fn1",0.676691729323308,"Sdc2","Fib",0.4111328125,8.22427553444181,0.991959133478384,"Smomus Fn1 Sdc2 Fib","Exercise2","Aorta"
"Endoth","Lama3",0.173913043478261,"Sdc2","Fib",0.4111328125,3.9061757719715,0.948349257402327,"Endoth Lama3 Sdc2 Fib","Exercise2","Aorta"
"Mcr","Tgfb1",0.188235294117647,"Sdc2","Fib",0.4111328125,2.99621437054632,0.912591050988554,"Mcr Tgfb1 Sdc2 Fib","Exercise2","Aorta"
"Mcr","Fn1",0.0941176470588235,"Sdc2","Fib",0.4111328125,10.2537114014252,0.995459275376029,"Mcr Fn1 Sdc2 Fib","Exercise2","Aorta"
"Neu","Fgf2",0.0964467005076142,"Sdc2","Fib",0.4111328125,3.47630953869234,0.93576766625674,"Neu Fgf2 Sdc2 Fib","Exercise2","Aorta"
"Neur","Fgf2",0.444759206798867,"Sdc2","Fib",0.4111328125,3.59630542989848,0.941348973607038,"Neur Fgf2 Sdc2 Fib","Exercise2","Aorta"
"Tcell","Tgfb1",0.162790697674419,"Sdc2","Fib",0.4111328125,3.04377332880896,0.914861413300539,"Tcell Tgfb1 Sdc2 Fib","Exercise2","Aorta"
"Fib","Fn1",0.1337890625,"Sdc2","Fib",0.4111328125,4.16796990134716,0.95572793491628,"Fib Fn1 Sdc2 Fib","Exercise2","Aorta"
"Dcii","Tgfb1",0.291666666666667,"Sdc2","Fib",0.4111328125,4.56565999321344,0.964998581023555,"Dcii Tgfb1 Sdc2 Fib","Exercise2","Aorta"
"Dcii","Fn1",0.0833333333333333,"Sdc2","Fib",0.4111328125,9.58788598574822,0.9947024879387,"Dcii Fn1 Sdc2 Fib","Exercise2","Aorta"
"Adipo","Angpt1",0.447098976109215,"Tek","Fib",0.095703125,4.30440878641533,0.958565887806262,"Adipo Angpt1 Tek Fib","Exercise2","Aorta"
"Pery","Angpt2",0.336585365853659,"Tek","Fib",0.095703125,3.03460514640639,0.914577618011541,"Pery Angpt2 Tek Fib","Exercise2","Aorta"
"Smomus","Angpt1",0.216541353383459,"Tek","Fib",0.095703125,3.44387755102041,0.934537886671081,"Smomus Angpt1 Tek Fib","Exercise2","Aorta"
"Fib","Angpt1",0.2568359375,"Tek","Fib",0.095703125,3.52680996352914,0.938700217576388,"Fib Angpt1 Tek Fib","Exercise2","Aorta"
"Endoth","Angpt1",0.211289092295957,"Tek","Fib",0.095703125,3.0700655713549,0.915996594456532,"Endoth Angpt1 Tek Fib","Exercise2","Aorta"
"Pery","Angpt1",0.482926829268293,"Tek","Fib",0.095703125,4.60111317254174,0.965660770031218,"Pery Angpt1 Tek Fib","Exercise2","Aorta"
"Smomus","Col1a1",0.251127819548872,"Cd36","Mcr",0.558823529411765,4.46378821304759,0.972112382934443,"Smomus Col1a1 Cd36 Mcr","Exercise2","Aorta"
"Smomus","Col1a2",0.349624060150376,"Cd36","Mcr",0.558823529411765,4.9537973967176,0.979708636836629,"Smomus Col1a2 Cd36 Mcr","Exercise2","Aorta"
"Neu","Col1a2",0.314720812182741,"Cd36","Mcr",0.558823529411765,6.87826825127334,0.990426638917794,"Neu Col1a2 Cd36 Mcr","Exercise2","Aorta"
"Neur","Col1a1",0.172804532577904,"Cd36","Mcr",0.558823529411765,4.40379637618637,0.971904266389178,"Neur Col1a1 Cd36 Mcr","Exercise2","Aorta"
"Neur","Col1a2",0.388101983002833,"Cd36","Mcr",0.558823529411765,5.51479062620054,0.983870967741935,"Neur Col1a2 Cd36 Mcr","Exercise2","Aorta"
"Smomus","Thbs1",0.087218045112782,"Cd36","Mcr",0.558823529411765,7.55526315789474,0.992091571279917,"Smomus Thbs1 Cd36 Mcr","Exercise2","Aorta"
"Endoth","Thbs1",0.0747520976353928,"Cd36","Mcr",0.558823529411765,4.72846401718582,0.97627471383975,"Endoth Thbs1 Cd36 Mcr","Exercise2","Aorta"
"Tcell","Thbs1",0.0697674418604651,"Cd36","Mcr",0.558823529411765,3.35789473684211,0.944432882414152,"Tcell Thbs1 Cd36 Mcr","Exercise2","Aorta"
"Pery","Col1a1",0.185365853658537,"Cd36","Mcr",0.558823529411765,4.8601108033241,0.978563995837669,"Pery Col1a1 Cd36 Mcr","Exercise2","Aorta"
"Fib","Col1a2",0.67578125,"Cd36","Mcr",0.558823529411765,8.2685731670216,0.994901144640999,"Fib Col1a2 Cd36 Mcr","Exercise2","Aorta"
"Neu","Col1a1",0.0913705583756345,"Cd36","Mcr",0.558823529411765,4.85029239766082,0.978251821019771,"Neu Col1a1 Cd36 Mcr","Exercise2","Aorta"
"Pery","Thbs1",0.404878048780488,"Cd36","Mcr",0.558823529411765,14.6048192771084,0.999375650364204,"Pery Thbs1 Cd36 Mcr","Exercise2","Aorta"
"Fib","Col1a1",0.4345703125,"Cd36","Mcr",0.558823529411765,6.45923122412773,0.988553590010406,"Fib Col1a1 Cd36 Mcr","Exercise2","Aorta"
"Pery","Col1a2",0.414634146341463,"Cd36","Mcr",0.558823529411765,5.57015479876161,0.984495317377732,"Pery Col1a2 Cd36 Mcr","Exercise2","Aorta"
"Fib","Thbs1",0.0576171875,"Cd36","Mcr",0.558823529411765,8.65084745762712,0.995629552549428,"Fib Thbs1 Cd36 Mcr","Exercise2","Aorta"
"Endoth","Edn1",0.170861937452326,"Ednrb","Mcr",0.235294117647059,4.63895089285714,0.975546305931322,"Endoth Edn1 Ednrb Mcr","Exercise2","Aorta"
"Endoth","Adam28",0.0961098398169336,"Itga4","Mcr",0.452941176470588,3.04555761698619,0.92528616024974,"Endoth Adam28 Itga4 Mcr","Exercise2","Aorta"
"Fib","Dkk2",0.0595703125,"Lrp6","Mcr",0.6,15.407425265188,0.999687825182102,"Fib Dkk2 Lrp6 Mcr","Exercise2","Aorta"
"Smomus","Sost",0.081203007518797,"Lrp6","Mcr",0.6,2.8254357298475,0.907075962539022,"Smomus Sost Lrp6 Mcr","Exercise2","Aorta"
"Endoth","Egfl7",0.63768115942029,"Notch1","Mcr",0.123529411764706,3.70836181362497,0.955775234131113,"Endoth Egfl7 Notch1 Mcr","Exercise2","Aorta"
"Dcii","Egfl7",0.125,"Notch1","Mcr",0.123529411764706,2.88888888888889,0.912174817898023,"Dcii Egfl7 Notch1 Mcr","Exercise2","Aorta"
"Adipo","Vegfa",0.802047781569966,"Ephb2","Neu",0.0558375634517767,4.30947775628627,0.966133762179548,"Adipo Vegfa Ephb2 Neu","Exercise2","Aorta"
"Mcr","Fn1",0.0941176470588235,"Itga2b","Neu",0.0406091370558376,4.8125,0.974363825560496,"Mcr Fn1 Itga2b Neu","Exercise2","Aorta"
"Dcii","Fn1",0.0833333333333333,"Itga2b","Neu",0.0406091370558376,4.5,0.96944470721786,"Dcii Fn1 Itga2b Neu","Exercise2","Aorta"
"Endoth","Vwf",0.488939740655988,"Itga2b","Neu",0.0406091370558376,4.01872074882995,0.959795667391921,"Endoth Vwf Itga2b Neu","Exercise2","Aorta"
"Pery","Thbs1",0.404878048780488,"Itga2b","Neu",0.0406091370558376,4.34939759036145,0.966701352757544,"Pery Thbs1 Itga2b Neu","Exercise2","Aorta"
"Smomus","Fn1",0.676691729323308,"Itga2b","Neu",0.0406091370558376,3.86,0.954687352189954,"Smomus Fn1 Itga2b Neu","Exercise2","Aorta"
"Dcii","Fn1",0.0833333333333333,"Itga9","Neu",0.152284263959391,8.1,0.992810519345379,"Dcii Fn1 Itga9 Neu","Exercise2","Aorta"
"Fib","Fn1",0.1337890625,"Itga9","Neu",0.152284263959391,3.52116788321168,0.942767950052029,"Fib Fn1 Itga9 Neu","Exercise2","Aorta"
"Mcr","Fn1",0.0941176470588235,"Itga9","Neu",0.152284263959391,8.6625,0.993756503642039,"Mcr Fn1 Itga9 Neu","Exercise2","Aorta"
"Mcr","F13a1",0.770588235294118,"Itga9","Neu",0.152284263959391,24.0458015267176,0.999810803140668,"Mcr F13a1 Itga9 Neu","Exercise2","Aorta"
"Smomus","Fn1",0.676691729323308,"Itga9","Neu",0.152284263959391,6.948,0.989310377447734,"Smomus Fn1 Itga9 Neu","Exercise2","Aorta"
"Fib","Dkk2",0.0595703125,"Lrp6","Neu",0.380710659898477,12.3704918032787,0.998391826695677,"Fib Dkk2 Lrp6 Neu","Exercise2","Aorta"
"Dcii","Pdgfc",0.125,"Pdgfra","Neu",0.0406091370558376,3.75,0.951092611862643,"Dcii Pdgfc Pdgfra Neu","Exercise2","Aorta"
"Neur","Pdgfc",0.0679886685552408,"Pdgfra","Neu",0.0406091370558376,3.09375,0.915618200737868,"Neur Pdgfc Pdgfra Neu","Exercise2","Aorta"
"Endoth","Pdgfc",0.0976353928299008,"Pdgfra","Neu",0.0406091370558376,3.498046875,0.941254375177372,"Endoth Pdgfc Pdgfra Neu","Exercise2","Aorta"
"Neu","Pdgfc",0.0710659898477157,"Pdgfra","Neu",0.0406091370558376,4.01785714285714,0.959606470532589,"Neu Pdgfc Pdgfra Neu","Exercise2","Aorta"
"Endoth","Pdgfb",0.197559115179252,"Pdgfra","Neu",0.0406091370558376,3.34459459459459,0.933308107085422,"Endoth Pdgfb Pdgfra Neu","Exercise2","Aorta"
"Adipo","Pdgfc",0.313993174061433,"Pdgfra","Neu",0.0406091370558376,3.22826086956522,0.925834831141803,"Adipo Pdgfc Pdgfra Neu","Exercise2","Aorta"
"Smomus","Pdgfc",0.379699248120301,"Pdgfra","Neu",0.0406091370558376,4.21039603960396,0.964336392015892,"Smomus Pdgfc Pdgfra Neu","Exercise2","Aorta"
"Mcr","Pdgfc",0.282352941176471,"Pdgfra","Neu",0.0406091370558376,5.71875,0.983823668527102,"Mcr Pdgfc Pdgfra Neu","Exercise2","Aorta"
"Fib","Pdgfc",0.0859375,"Pdgfra","Neu",0.0406091370558376,3.22159090909091,0.925551035852805,"Fib Pdgfc Pdgfra Neu","Exercise2","Aorta"
"Smomus","Fgf2",0.381203007518797,"Sdc4","Neu",0.050761421319797,3.09585798816568,0.915901996026866,"Smomus Fgf2 Sdc4 Neu","Exercise2","Aorta"
"Mcr","Il18",0.1,"Il1rapl1","Neur",0.886685552407932,8.94474722796467,0.994797086368366,"Mcr Il18 Il1rapl1 Neur","Exercise2","Aorta"
"Pla","Il18",0.166666666666667,"Il1rapl1","Neur",0.886685552407932,12.0047923322684,0.997540440828682,"Pla Il18 Il1rapl1 Neur","Exercise2","Aorta"
"Dcii","Adam9",0.0833333333333333,"Itgav","Neur",0.43342776203966,3.22875816993464,0.940781383029042,"Dcii Adam9 Itgav Neur","Exercise2","Aorta"
"Neu","Adam9",0.050761421319797,"Itgav","Neur",0.43342776203966,2.74444444444444,0.918172358338852,"Neu Adam9 Itgav Neur","Exercise2","Aorta"
"Pla","Adam9",0.25,"Itgav","Neur",0.43342776203966,3.76688453159041,0.957525305079936,"Pla Adam9 Itgav Neur","Exercise2","Aorta"
"Dcii","Calr",0.125,"Itgav","Neur",0.43342776203966,2.69063180827887,0.91268564941822,"Dcii Calr Itgav Neur","Exercise2","Aorta"
"Dcii","Tgfb1",0.291666666666667,"Itgav","Neur",0.43342776203966,3.4593837535014,0.949295241698988,"Dcii Tgfb1 Itgav Neur","Exercise2","Aorta"
"Fib","Thbs1",0.0576171875,"Itgb3","Neur",0.164305949008499,3.19812974868498,0.938794816006054,"Fib Thbs1 Itgb3 Neur","Exercise2","Aorta"
"Neu","Col1a2",0.314720812182741,"Itgb3","Neur",0.164305949008499,2.54282536151279,0.900577050420963,"Neu Col1a2 Itgb3 Neur","Exercise2","Aorta"
"Pery","Thbs1",0.404878048780488,"Itgb3","Neur",0.164305949008499,5.39925218113835,0.977958565887806,"Pery Thbs1 Itgb3 Neur","Exercise2","Aorta"
"Fib","Fbn1",0.5908203125,"Itgb3","Neur",0.164305949008499,3.25631233969792,0.942200359474033,"Fib Fbn1 Itgb3 Neur","Exercise2","Aorta"
"Fib","Col1a2",0.67578125,"Itgb3","Neur",0.164305949008499,3.05680685668726,0.932929713366758,"Fib Col1a2 Itgb3 Neur","Exercise2","Aorta"
"Endoth","Fbn1",0.372234935163997,"Itgb3","Neur",0.164305949008499,2.63538722442058,0.909280105950241,"Endoth Fbn1 Itgb3 Neur","Exercise2","Aorta"
"Smomus","Fn1",0.676691729323308,"Itgb3","Neur",0.164305949008499,4.79172413793103,0.971336675811182,"Smomus Fn1 Itgb3 Neur","Exercise2","Aorta"
"Mcr","Fn1",0.0941176470588235,"Itgb3","Neur",0.164305949008499,5.97413793103448,0.982877684230442,"Mcr Fn1 Itgb3 Neur","Exercise2","Aorta"
"Smomus","Thbs1",0.087218045112782,"Itgb3","Neur",0.164305949008499,2.79310344827586,0.921294106517832,"Smomus Thbs1 Itgb3 Neur","Exercise2","Aorta"
"Dcii","Fn1",0.0833333333333333,"Itgb3","Neur",0.164305949008499,5.58620689655172,0.979945132910794,"Dcii Fn1 Itgb3 Neur","Exercise2","Aorta"
"Fib","Dkk2",0.0595703125,"Lrp6","Neur",0.28328611898017,9.4672131147541,0.995837669094693,"Fib Dkk2 Lrp6 Neur","Exercise2","Aorta"
"Endoth","Egfl7",0.63768115942029,"Notch1","Neur",0.235127478753541,3.46434541995734,0.94948443855832,"Endoth Egfl7 Notch1 Neur","Exercise2","Aorta"
"Dcii","Egfl7",0.125,"Notch1","Neur",0.235127478753541,2.69879518072289,0.913537035285214,"Dcii Egfl7 Notch1 Neur","Exercise2","Aorta"
"Smomus","Fn1",0.676691729323308,"Sdc2","Neur",0.243626062322946,5.79,0.981458707785451,"Smomus Fn1 Sdc2 Neur","Exercise2","Aorta"
"Fib","Fn1",0.1337890625,"Sdc2","Neur",0.243626062322946,2.93430656934307,0.928294390313121,"Fib Fn1 Sdc2 Neur","Exercise2","Aorta"
"Smomus","Fgf2",0.381203007518797,"Sdc2","Neur",0.243626062322946,2.90236686390533,0.927159209157128,"Smomus Fgf2 Sdc2 Neur","Exercise2","Aorta"
"Dcii","Tgfb1",0.291666666666667,"Sdc2","Neur",0.243626062322946,3.21428571428571,0.939835398732381,"Dcii Tgfb1 Sdc2 Neur","Exercise2","Aorta"
"Mcr","Fn1",0.0941176470588235,"Sdc2","Neur",0.243626062322946,7.21875,0.988648188440072,"Mcr Fn1 Sdc2 Neur","Exercise2","Aorta"
"Dcii","Fn1",0.0833333333333333,"Sdc2","Neur",0.243626062322946,6.75,0.987229211995081,"Dcii Fn1 Sdc2 Neur","Exercise2","Aorta"
"Endoth","Lama3",0.173913043478261,"Sdc2","Neur",0.243626062322946,2.75,0.91845615362785,"Endoth Lama3 Sdc2 Neur","Exercise2","Aorta"
"Pla","Nrg2",0.583333333333333,"Erbb3","Pla",0.0833333333333333,2.71428571428571,0.958755084665595,"Pla Nrg2 Erbb3 Pla","Exercise2","Aorta"
"Fib","Nrg2",0.080078125,"Erbb3","Pla",0.0833333333333333,1.69512195121951,0.921294106517832,"Fib Nrg2 Erbb3 Pla","Exercise2","Aorta"
"Tcell","Nrg2",0.116279069767442,"Erbb3","Pla",0.0833333333333333,1.6,0.917037177182859,"Tcell Nrg2 Erbb3 Pla","Exercise2","Aorta"
