from,to,Effect,weight,color,origin,direction,study,tissue,cell
Rhoa,Sdc2,1,0.838816298,green,Itgb1,vis_net_I,Exercise2,Artery,Fib
Hsp90aa1,Nr3c1,-1,0.956812406,red,Itgb1,vis_net_I,Exercise2,Artery,Fib
Itgb1,Rhoa,1,0.857509673,green,Itgb1,vis_net_I,Exercise2,Artery,Fib
Sdc2,Jun,1,0.982480467,green,Itgb1,vis_net_I,Exercise2,Artery,Fib
NICHE,Itgb1,1,0.992015808,green,Itgb1,vis_net_I,Exercise2,Artery,Fib
Jun,Zbtb20,-1,0.993998844,red,Itgb1,vis_net_I,Exercise2,Artery,Fib
Nr3c1,Nr4a3,1,0.995834949,green,Itgb1,vis_net_I,Exercise2,Artery,Fib
Hsp90aa1,Nr3c1,-1,0.956812406,red,Sdc2,vis_net_I,Exercise2,Artery,Fib
Sdc2,Jun,1,0.982480467,green,Sdc2,vis_net_I,Exercise2,Artery,Fib
Sdc2,Hsp90aa1,1,0.982480467,green,Sdc2,vis_net_I,Exercise2,Artery,Fib
NICHE,Sdc2,1,0.992015808,green,Sdc2,vis_net_I,Exercise2,Artery,Fib
Jun,Zbtb20,-1,0.993998844,red,Sdc2,vis_net_I,Exercise2,Artery,Fib
Nr3c1,Nr4a3,1,0.995834949,green,Sdc2,vis_net_I,Exercise2,Artery,Fib
Ctnnb1,Jun,1,0.99268705,green,Tgfbr2,vis_net_I,Exercise2,Artery,Lec
Tgfbr2,Ctnnb1,1,0.996858225,green,Tgfbr2,vis_net_I,Exercise2,Artery,Lec
NICHE,Tgfbr2,1,0.960606679,green,Tgfbr2,vis_net_I,Exercise2,Artery,Lec
Jun,Zbtb20,-1,0.996415038,red,Tgfbr2,vis_net_I,Exercise2,Artery,Lec
Rac1,Pak2,1,0.986041378,green,Gnai2,vis_net_I,Exercise2,Artery,Lec
Pak2,Jun,1,0.999265852,green,Gnai2,vis_net_I,Exercise2,Artery,Lec
Gnai2,Rac1,1,0.996923374,green,Gnai2,vis_net_I,Exercise2,Artery,Lec
NICHE,Gnai2,1,0.960606679,green,Gnai2,vis_net_I,Exercise2,Artery,Lec
Jun,Zbtb20,-1,0.996415038,red,Gnai2,vis_net_I,Exercise2,Artery,Lec
Hsp90aa1,Rac1,1,0.995272629,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Lec
Hsp90aa1,Tgfbr2,1,0.995272629,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Lec
Rac1,Pak2,1,0.986041378,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Lec
Ctnnb1,Jun,1,0.99268705,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Lec
Tgfbr2,Ctnnb1,1,0.996858225,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Lec
Pak2,Jun,1,0.999265852,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Lec
NICHE,Hsp90aa1,1,0.960606679,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Lec
Jun,Zbtb20,-1,0.996415038,red,Hsp90aa1,vis_net_I,Exercise2,Artery,Lec
Smad1,Ctnnb1,1,0.99239336,green,Cav1,vis_net_I,Exercise2,Artery,Lec
Cav1,Smad1,1,0.996648785,green,Cav1,vis_net_I,Exercise2,Artery,Lec
Ctnnb1,Jun,1,0.99268705,green,Cav1,vis_net_I,Exercise2,Artery,Lec
NICHE,Cav1,1,0.960606679,green,Cav1,vis_net_I,Exercise2,Artery,Lec
Jun,Zbtb20,-1,0.996415038,red,Cav1,vis_net_I,Exercise2,Artery,Lec
Mapk3,Rac1,1,0.992911559,green,Il6st,vis_net_I,Exercise2,Artery,Lec
Rac1,Pak2,1,0.986041378,green,Il6st,vis_net_I,Exercise2,Artery,Lec
Pak2,Jun,1,0.999265852,green,Il6st,vis_net_I,Exercise2,Artery,Lec
Il6st,Mapk3,1,0.996501237,green,Il6st,vis_net_I,Exercise2,Artery,Lec
NICHE,Il6st,1,0.960606679,green,Il6st,vis_net_I,Exercise2,Artery,Lec
Jun,Zbtb20,-1,0.996415038,red,Il6st,vis_net_I,Exercise2,Artery,Lec
Rac1,Pak2,1,0.986041378,green,Itgb1,vis_net_I,Exercise2,Artery,Lec
Itgb1,Rac1,1,0.982703675,green,Itgb1,vis_net_I,Exercise2,Artery,Lec
Pak2,Jun,1,0.999265852,green,Itgb1,vis_net_I,Exercise2,Artery,Lec
NICHE,Itgb1,1,0.960606679,green,Itgb1,vis_net_I,Exercise2,Artery,Lec
Jun,Zbtb20,-1,0.996415038,red,Itgb1,vis_net_I,Exercise2,Artery,Lec
Fyn,B2m,1,0.986783814,green,Fyn,vis_net_I,Exercise2,Artery,Neur
Col1a2,Fyn,1,0.99887777,green,Fyn,vis_net_I,Exercise2,Artery,Neur
B2m,Jun,1,0.991707485,green,Fyn,vis_net_I,Exercise2,Artery,Neur
NICHE,Col1a2,1,0.985071389,green,Fyn,vis_net_I,Exercise2,Artery,Neur
Jun,Zbtb20,-1,0.990497389,red,Fyn,vis_net_I,Exercise2,Artery,Neur
Fyn,B2m,1,0.986783814,green,Rock1,vis_net_I,Exercise2,Artery,Neur
Rhoa,Fyn,1,0.807977218,green,Rock1,vis_net_I,Exercise2,Artery,Neur
Rhoa,Rock1,1,0.807977218,green,Rock1,vis_net_I,Exercise2,Artery,Neur
Hsp90aa1,Rhoa,1,0.98151523,green,Rock1,vis_net_I,Exercise2,Artery,Neur
Rock1,Myl6,1,0.987057084,green,Rock1,vis_net_I,Exercise2,Artery,Neur
Tln1,Itgb1,1,0.872907296,green,Rock1,vis_net_I,Exercise2,Artery,Neur
Itgb1,Rhoa,1,0.845870137,green,Rock1,vis_net_I,Exercise2,Artery,Neur
Gnai2,Rhoa,1,0.999168603,green,Rock1,vis_net_I,Exercise2,Artery,Neur
Myl6,Tln1,1,0.880704357,green,Rock1,vis_net_I,Exercise2,Artery,Neur
B2m,Jun,1,0.991707485,green,Rock1,vis_net_I,Exercise2,Artery,Neur
NICHE,Hsp90aa1,1,0.985071389,green,Rock1,vis_net_I,Exercise2,Artery,Neur
NICHE,Itgb1,1,0.985071389,green,Rock1,vis_net_I,Exercise2,Artery,Neur
NICHE,Gnai2,1,0.985071389,green,Rock1,vis_net_I,Exercise2,Artery,Neur
Jun,Zbtb20,-1,0.990497389,red,Rock1,vis_net_I,Exercise2,Artery,Neur
Fyn,B2m,1,0.986783814,green,Rock2,vis_net_I,Exercise2,Artery,Neur
Rhoa,Fyn,1,0.807977218,green,Rock2,vis_net_I,Exercise2,Artery,Neur
Rhoa,Rock2,1,0.807977218,green,Rock2,vis_net_I,Exercise2,Artery,Neur
Hsp90aa1,Rhoa,1,0.98151523,green,Rock2,vis_net_I,Exercise2,Artery,Neur
Rock2,Myl6,1,0.983789599,green,Rock2,vis_net_I,Exercise2,Artery,Neur
Tln1,Itgb1,1,0.872907296,green,Rock2,vis_net_I,Exercise2,Artery,Neur
Itgb1,Rhoa,1,0.845870137,green,Rock2,vis_net_I,Exercise2,Artery,Neur
Gnai2,Rhoa,1,0.999168603,green,Rock2,vis_net_I,Exercise2,Artery,Neur
Myl6,Tln1,1,0.880704357,green,Rock2,vis_net_I,Exercise2,Artery,Neur
B2m,Jun,1,0.991707485,green,Rock2,vis_net_I,Exercise2,Artery,Neur
NICHE,Hsp90aa1,1,0.985071389,green,Rock2,vis_net_I,Exercise2,Artery,Neur
NICHE,Itgb1,1,0.985071389,green,Rock2,vis_net_I,Exercise2,Artery,Neur
NICHE,Gnai2,1,0.985071389,green,Rock2,vis_net_I,Exercise2,Artery,Neur
Jun,Zbtb20,-1,0.990497389,red,Rock2,vis_net_I,Exercise2,Artery,Neur
Fyn,B2m,1,0.986783814,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Neur
Rhoa,Fyn,1,0.807977218,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Neur
Hsp90aa1,Rhoa,1,0.98151523,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Neur
B2m,Jun,1,0.991707485,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Neur
NICHE,Hsp90aa1,1,0.985071389,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Neur
Jun,Zbtb20,-1,0.990497389,red,Hsp90aa1,vis_net_I,Exercise2,Artery,Neur
Fyn,B2m,1,0.986783814,green,Itgb1,vis_net_I,Exercise2,Artery,Neur
Rhoa,Fyn,1,0.807977218,green,Itgb1,vis_net_I,Exercise2,Artery,Neur
Itgb1,Rhoa,1,0.845870137,green,Itgb1,vis_net_I,Exercise2,Artery,Neur
B2m,Jun,1,0.991707485,green,Itgb1,vis_net_I,Exercise2,Artery,Neur
NICHE,Itgb1,1,0.985071389,green,Itgb1,vis_net_I,Exercise2,Artery,Neur
Jun,Zbtb20,-1,0.990497389,red,Itgb1,vis_net_I,Exercise2,Artery,Neur
Hsp90aa1,Rac1,1,0.981320431,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Hsp90aa1,Rock2,1,0.981320431,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Rac1,Itgb1,1,0.961536221,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Rock2,Hsp90aa1,1,0.987569038,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Rock2,Myl12b,1,0.987569038,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Rock2,Myh11,1,0.987569038,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Rock2,Myl6,1,0.987569038,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Rock2,Myl9,1,0.987569038,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Tln1,Itgb1,1,0.875940258,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Itgb1,Ilk,1,0.857636073,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Ilk,Jun,1,0.977779014,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Ilk,Fos,1,0.977779014,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Myl12b,Tln1,1,0.99529978,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Myh11,Tln1,1,0.950539458,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Myl6,Tln1,1,0.903562422,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Myl9,Tln1,1,0.96096653,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
NICHE,Hsp90aa1,1,0.998501696,green,Rock2,vis_net_I,Exercise2,Artery,Smomus
Jun,Zbtb20,-1,0.996292152,red,Rock2,vis_net_I,Exercise2,Artery,Smomus
Fos,Camta1,-1,0.996028416,red,Rock2,vis_net_I,Exercise2,Artery,Smomus
Rac1,Itgb1,1,0.961536221,green,Gnas,vis_net_I,Exercise2,Artery,Smomus
Itgb1,Ilk,1,0.857636073,green,Gnas,vis_net_I,Exercise2,Artery,Smomus
Ilk,Jun,1,0.977779014,green,Gnas,vis_net_I,Exercise2,Artery,Smomus
Ilk,Fos,1,0.977779014,green,Gnas,vis_net_I,Exercise2,Artery,Smomus
Gnai2,Rac1,1,0.982670352,green,Gnas,vis_net_I,Exercise2,Artery,Smomus
Gnas,Adcy5,1,0.936043798,green,Gnas,vis_net_I,Exercise2,Artery,Smomus
Adcy5,Gnai2,1,0.958648486,green,Gnas,vis_net_I,Exercise2,Artery,Smomus
NICHE,Gnas,1,0.998501696,green,Gnas,vis_net_I,Exercise2,Artery,Smomus
Jun,Zbtb20,-1,0.996292152,red,Gnas,vis_net_I,Exercise2,Artery,Smomus
Fos,Camta1,-1,0.996028416,red,Gnas,vis_net_I,Exercise2,Artery,Smomus
Hsp90aa1,Rac1,1,0.981320431,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Smomus
Rac1,Itgb1,1,0.961536221,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Smomus
Itgb1,Ilk,1,0.857636073,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Smomus
Ilk,Jun,1,0.977779014,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Smomus
Ilk,Fos,1,0.977779014,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Smomus
NICHE,Hsp90aa1,1,0.998501696,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Smomus
Jun,Zbtb20,-1,0.996292152,red,Hsp90aa1,vis_net_I,Exercise2,Artery,Smomus
Fos,Camta1,-1,0.996028416,red,Hsp90aa1,vis_net_I,Exercise2,Artery,Smomus
Hsp90aa1,Rac1,1,0.973398401,green,Pak2,vis_net_I,Exercise2,Artery,Tcell
Rac1,Pak2,1,0.89429769,green,Pak2,vis_net_I,Exercise2,Artery,Tcell
Itgb1,Rac1,1,0.810916313,green,Pak2,vis_net_I,Exercise2,Artery,Tcell
Pak2,Jun,1,0.980476115,green,Pak2,vis_net_I,Exercise2,Artery,Tcell
Gnai2,Rac1,1,0.998162796,green,Pak2,vis_net_I,Exercise2,Artery,Tcell
NICHE,Hsp90aa1,1,0.99069065,green,Pak2,vis_net_I,Exercise2,Artery,Tcell
NICHE,Itgb1,1,0.99069065,green,Pak2,vis_net_I,Exercise2,Artery,Tcell
NICHE,Gnai2,1,0.99069065,green,Pak2,vis_net_I,Exercise2,Artery,Tcell
Jun,Zbtb20,-1,0.991019308,red,Pak2,vis_net_I,Exercise2,Artery,Tcell
Hsp90aa1,Rac1,1,0.973398401,green,Rock1,vis_net_I,Exercise2,Artery,Tcell
Hsp90aa1,Rock1,1,0.973398401,green,Rock1,vis_net_I,Exercise2,Artery,Tcell
Rac1,Pak2,1,0.89429769,green,Rock1,vis_net_I,Exercise2,Artery,Tcell
Rock1,Hsp90aa1,1,0.976471968,green,Rock1,vis_net_I,Exercise2,Artery,Tcell
Pak2,Jun,1,0.980476115,green,Rock1,vis_net_I,Exercise2,Artery,Tcell
NICHE,Hsp90aa1,1,0.99069065,green,Rock1,vis_net_I,Exercise2,Artery,Tcell
Jun,Zbtb20,-1,0.991019308,red,Rock1,vis_net_I,Exercise2,Artery,Tcell
Hsp90aa1,Rac1,1,0.973398401,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Tcell
Rac1,Pak2,1,0.89429769,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Tcell
Pak2,Jun,1,0.980476115,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Tcell
NICHE,Hsp90aa1,1,0.99069065,green,Hsp90aa1,vis_net_I,Exercise2,Artery,Tcell
Jun,Zbtb20,-1,0.991019308,red,Hsp90aa1,vis_net_I,Exercise2,Artery,Tcell
Rac1,Pak2,1,0.89429769,green,Itgb1,vis_net_I,Exercise2,Artery,Tcell
Itgb1,Rac1,1,0.810916313,green,Itgb1,vis_net_I,Exercise2,Artery,Tcell
Pak2,Jun,1,0.980476115,green,Itgb1,vis_net_I,Exercise2,Artery,Tcell
NICHE,Itgb1,1,0.99069065,green,Itgb1,vis_net_I,Exercise2,Artery,Tcell
Jun,Zbtb20,-1,0.991019308,red,Itgb1,vis_net_I,Exercise2,Artery,Tcell
Ets1,H2-K1,1,0.981085046,green,Csk,vis_net_I,Exercise2,BM,Bcell
Ets1,H2-D1,1,0.981085046,green,Csk,vis_net_I,Exercise2,BM,Bcell
Ets1,B2m,1,0.981085046,green,Csk,vis_net_I,Exercise2,BM,Bcell
Ptprc,Jak1,1,0.986823975,green,Csk,vis_net_I,Exercise2,BM,Bcell
Csk,Ptprc,1,0.968803387,green,Csk,vis_net_I,Exercise2,BM,Bcell
Csk,Rhoa,1,0.968803387,green,Csk,vis_net_I,Exercise2,BM,Bcell
Rhoa,Il2rg,1,0.831441449,green,Csk,vis_net_I,Exercise2,BM,Bcell
Rhoa,Jak1,1,0.831441449,green,Csk,vis_net_I,Exercise2,BM,Bcell
Grb2,Csk,1,0.935734742,green,Csk,vis_net_I,Exercise2,BM,Bcell
Il2rg,Ets1,1,0.97581092,green,Csk,vis_net_I,Exercise2,BM,Bcell
Jak1,Ets1,1,0.966023677,green,Csk,vis_net_I,Exercise2,BM,Bcell
H2-Q7,Csk,1,0.99909937,green,Csk,vis_net_I,Exercise2,BM,Bcell
H2-K1,Jun,1,0.996285242,green,Csk,vis_net_I,Exercise2,BM,Bcell
H2-K1,Csk,1,0.996285242,green,Csk,vis_net_I,Exercise2,BM,Bcell
H2-D1,Jun,1,0.996117804,green,Csk,vis_net_I,Exercise2,BM,Bcell
H2-D1,Csk,1,0.996117804,green,Csk,vis_net_I,Exercise2,BM,Bcell
Cd79a,Csk,1,0.961559761,green,Csk,vis_net_I,Exercise2,BM,Bcell
Cd79b,Csk,1,0.957686907,green,Csk,vis_net_I,Exercise2,BM,Bcell
B2m,Jun,1,0.996081057,green,Csk,vis_net_I,Exercise2,BM,Bcell
B2m,Csk,1,0.996081057,green,Csk,vis_net_I,Exercise2,BM,Bcell
NICHE,Grb2,1,0.990202781,green,Csk,vis_net_I,Exercise2,BM,Bcell
NICHE,H2-Q7,1,0.990202781,green,Csk,vis_net_I,Exercise2,BM,Bcell
NICHE,H2-K1,1,0.990202781,green,Csk,vis_net_I,Exercise2,BM,Bcell
NICHE,H2-D1,1,0.990202781,green,Csk,vis_net_I,Exercise2,BM,Bcell
NICHE,Cd79a,1,0.990202781,green,Csk,vis_net_I,Exercise2,BM,Bcell
NICHE,Cd79b,1,0.990202781,green,Csk,vis_net_I,Exercise2,BM,Bcell
NICHE,B2m,1,0.990202781,green,Csk,vis_net_I,Exercise2,BM,Bcell
Jun,Zbtb20,-1,0.998208793,red,Csk,vis_net_I,Exercise2,BM,Bcell
Nfkb1,H2-K1,1,0.994404138,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Nfkb1,H2-D1,1,0.994404138,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Nfkb1,B2m,1,0.994404138,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Ets1,H2-K1,1,0.981085046,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Ets1,H2-D1,1,0.981085046,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Ets1,B2m,1,0.981085046,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Rhoa,Il2rg,1,0.831441449,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Rhoa,Jak1,1,0.831441449,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Dock2,Rac2,1,0.98990559,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Il2rg,Ets1,1,0.97581092,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Gnai2,Rhoa,1,0.973384909,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Gnai2,Dock2,1,0.973384909,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Jak1,Ets1,1,0.966023677,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Rac2,Nfkb1,1,0.974411908,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
H2-K1,Jun,1,0.996285242,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
H2-D1,Jun,1,0.996117804,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
B2m,Jun,1,0.996081057,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
NICHE,Gnai2,1,0.990202781,green,Gnai2,vis_net_I,Exercise2,BM,Bcell
Jun,Zbtb20,-1,0.998208793,red,Gnai2,vis_net_I,Exercise2,BM,Bcell
Ets1,H2-K1,1,0.981085046,green,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
Ets1,H2-D1,1,0.981085046,green,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
Ets1,B2m,1,0.981085046,green,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
Rhoa,Il2rg,1,0.831441449,green,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
Rhoa,Jak1,1,0.831441449,green,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
Hsp90aa1,Rhoa,1,0.966023381,green,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
Il2rg,Ets1,1,0.97581092,green,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
Jak1,Ets1,1,0.966023677,green,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
H2-K1,Jun,1,0.996285242,green,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
H2-D1,Jun,1,0.996117804,green,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
B2m,Jun,1,0.996081057,green,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
NICHE,Hsp90aa1,1,0.990202781,green,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
Jun,Zbtb20,-1,0.998208793,red,Hsp90aa1,vis_net_I,Exercise2,BM,Bcell
Prkcb,Mapk14,1,0.914201055,green,Fgfr2,vis_net_A,Exercise2,Brain,Mgl
Mapk14,Mef2a,1,0.952765775,green,Fgfr2,vis_net_A,Exercise2,Brain,Mgl
Fgfr2,Prkcb,1,0.983611027,green,Fgfr2,vis_net_A,Exercise2,Brain,Mgl
NICHE,Fgfr2,1,0.956402208,green,Fgfr2,vis_net_A,Exercise2,Brain,Mgl
Mef2a,Hivep2,1,0.970203435,green,Fgfr2,vis_net_A,Exercise2,Brain,Mgl
Ptprc,Lyn,1,0.996391211,green,Lyn,vis_net_A,Exercise2,Brain,Mgl
Lyn,Mapk14,1,0.967118191,green,Lyn,vis_net_A,Exercise2,Brain,Mgl
Prkcd,Lyn,1,0.997063715,green,Lyn,vis_net_A,Exercise2,Brain,Mgl
Ptk2b,Lyn,1,0.996939358,green,Lyn,vis_net_A,Exercise2,Brain,Mgl
Mapk14,Mef2a,1,0.952765775,green,Lyn,vis_net_A,Exercise2,Brain,Mgl
Pdgfb,Lyn,1,0.998510487,green,Lyn,vis_net_A,Exercise2,Brain,Mgl
NICHE,Ptprc,1,0.956402208,green,Lyn,vis_net_A,Exercise2,Brain,Mgl
NICHE,Prkcd,1,0.956402208,green,Lyn,vis_net_A,Exercise2,Brain,Mgl
NICHE,Ptk2b,1,0.956402208,green,Lyn,vis_net_A,Exercise2,Brain,Mgl
NICHE,Pdgfb,1,0.956402208,green,Lyn,vis_net_A,Exercise2,Brain,Mgl
Mef2a,Hivep2,1,0.970203435,green,Lyn,vis_net_A,Exercise2,Brain,Mgl
Ptprc,Lyn,1,0.996391211,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
Prkcb,Mapk14,1,0.914201055,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
Lyn,Mapk14,1,0.967118191,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
Prkcd,Lyn,1,0.997063715,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
Ptk2b,Lyn,1,0.996939358,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
Mapk14,Mef2a,1,0.952765775,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
Fgfr2,Prkcb,1,0.983611027,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
Pdgfb,Lyn,1,0.998510487,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
NICHE,Ptprc,1,0.956402208,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
NICHE,Prkcd,1,0.956402208,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
NICHE,Ptk2b,1,0.956402208,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
NICHE,Fgfr2,1,0.956402208,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
NICHE,Pdgfb,1,0.956402208,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
Mef2a,Hivep2,1,0.970203435,green,Mapk14,vis_net_A,Exercise2,Brain,Mgl
Nfkb1,Lyn,1,0.974767621,green,Prkca,vis_net_A,Exercise2,Brain,Mgl
Prkca,Nfkb1,1,0.967430235,green,Prkca,vis_net_A,Exercise2,Brain,Mgl
Prkca,Plcg2,1,0.967430235,green,Prkca,vis_net_A,Exercise2,Brain,Mgl
Prkcb,Mapk14,1,0.914201055,green,Prkca,vis_net_A,Exercise2,Brain,Mgl
Lyn,Mapk14,1,0.967118191,green,Prkca,vis_net_A,Exercise2,Brain,Mgl
Mapk14,Mef2a,1,0.952765775,green,Prkca,vis_net_A,Exercise2,Brain,Mgl
Fgfr2,Prkca,1,0.983611027,green,Prkca,vis_net_A,Exercise2,Brain,Mgl
Plcg2,Prkcb,1,0.933983808,green,Prkca,vis_net_A,Exercise2,Brain,Mgl
NICHE,Fgfr2,1,0.956402208,green,Prkca,vis_net_A,Exercise2,Brain,Mgl
Mef2a,Hivep2,1,0.970203435,green,Prkca,vis_net_A,Exercise2,Brain,Mgl
Prkcb,Mapk14,1,0.914201055,green,Prkce,vis_net_A,Exercise2,Brain,Mgl
Prkce,Fgfr2,1,0.987444497,green,Prkce,vis_net_A,Exercise2,Brain,Mgl
Mapk14,Mef2a,1,0.952765775,green,Prkce,vis_net_A,Exercise2,Brain,Mgl
Fgfr2,Prkcb,1,0.983611027,green,Prkce,vis_net_A,Exercise2,Brain,Mgl
NICHE,Prkce,1,0.956402208,green,Prkce,vis_net_A,Exercise2,Brain,Mgl
Mef2a,Hivep2,1,0.970203435,green,Prkce,vis_net_A,Exercise2,Brain,Mgl
Prkca,Crebbp,-1,0.824189788,red,Fgfr2,vis_net_A,Exercise2,Cerebellum,Mgl
Fgfr2,Prkca,1,0.973985594,green,Fgfr2,vis_net_A,Exercise2,Cerebellum,Mgl
Crebbp,Mitf,1,0.939636855,green,Fgfr2,vis_net_A,Exercise2,Cerebellum,Mgl
NICHE,Fgfr2,1,0.93616455,green,Fgfr2,vis_net_A,Exercise2,Cerebellum,Mgl
Mitf,Zfpm2,-1,0.988832914,red,Fgfr2,vis_net_A,Exercise2,Cerebellum,Mgl
Prkca,Crebbp,-1,0.824189788,red,Prkca,vis_net_A,Exercise2,Cerebellum,Mgl
Fgfr2,Prkca,1,0.973985594,green,Prkca,vis_net_A,Exercise2,Cerebellum,Mgl
Crebbp,Mitf,1,0.939636855,green,Prkca,vis_net_A,Exercise2,Cerebellum,Mgl
NICHE,Fgfr2,1,0.93616455,green,Prkca,vis_net_A,Exercise2,Cerebellum,Mgl
Mitf,Zfpm2,-1,0.988832914,red,Prkca,vis_net_A,Exercise2,Cerebellum,Mgl
Runx1,Lyn,1,0.9957365,green,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Runx1,Nf1,-1,0.9957365,red,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Prkca,Crebbp,-1,0.824189788,red,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Lyn,Prkca,1,0.925454386,green,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Tgfbr1,Hipk2,1,0.982661139,green,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Tgfbr1,Pik3r1,1,0.982661139,green,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Hipk2,Runx1,1,0.9957365,green,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Sh3kbp1,Plcg2,1,0.97527428,green,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Pik3r1,Sh3kbp1,1,0.951933256,green,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Pik3r1,Blnk,1,0.951933256,green,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Crebbp,Mitf,1,0.939636855,green,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Nf1,Prkca,1,0.9993679,green,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Plcg2,Prkca,1,0.859149624,green,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
Blnk,Plcg2,1,0.969894198,green,Tgfbr1,vis_net_A,Exercise2,Cerebellum,Mgl
